station,train_no,destination,expected_arr,time_to_station,tfl_status,time
PSG,053,Edgware Road,2026-07-21T15:13:31Z,266,Good Service,2026-07-21 15:10:33.119135+00:00
PSG,077,Edgware Road,2026-07-21T15:17:31Z,506,Good Service,2026-07-21 15:10:33.124037+00:00
FBY,053,Edgware Road,2026-07-21T15:16:06Z,373,Good Service,2026-07-21 15:10:33.292173+00:00
FBY,063,Edgware Road,2026-07-21T15:24:06Z,853,Good Service,2026-07-21 15:10:33.296271+00:00
FBY,077,Edgware Road,2026-07-21T15:20:06Z,613,Good Service,2026-07-21 15:10:33.299977+00:00
WIP,063,Edgware Road,2026-07-21T15:12:36Z,142,Good Service,2026-07-21 15:10:54.508085+00:00
SFS,077,Edgware Road,2026-07-21T15:11:02Z,95,Good Service,2026-07-21 15:10:54.610430+00:00
EPY,063,Edgware Road,2026-07-21T15:17:30Z,435,Good Service,2026-07-21 15:10:55.553212+00:00
EPY,077,Edgware Road,2026-07-21T15:14:00Z,225,Good Service,2026-07-21 15:10:55.557517+00:00
PYB,053,Edgware Road,2026-07-21T15:11:36Z,81,Good Service,2026-07-21 15:10:55.711237+00:00
PYB,063,Edgware Road,2026-07-21T15:19:06Z,531,Good Service,2026-07-21 15:10:55.714797+00:00
PYB,077,Edgware Road,2026-07-21T15:15:06Z,291,Good Service,2026-07-21 15:10:55.717692+00:00
PSG,053,Edgware Road,2026-07-21T15:14:06Z,231,Good Service,2026-07-21 15:10:55.846260+00:00
PSG,063,Edgware Road,2026-07-21T15:22:06Z,711,Good Service,2026-07-21 15:10:55.850468+00:00
PSG,077,Edgware Road,2026-07-21T15:18:06Z,471,Good Service,2026-07-21 15:10:55.853348+00:00
FBY,053,Edgware Road,2026-07-21T15:15:30Z,314,Good Service,2026-07-21 15:10:56.023805+00:00
FBY,063,Edgware Road,2026-07-21T15:24:30Z,854,Good Service,2026-07-21 15:10:56.028307+00:00
FBY,077,Edgware Road,2026-07-21T15:20:30Z,614,Good Service,2026-07-21 15:10:56.031468+00:00
WIP,063,Edgware Road,2026-07-21T15:12:36Z,164,Good Service,2026-07-21 15:11:18.573634+00:00
SFS,063,Edgware Road,2026-07-21T15:15:00Z,262,Good Service,2026-07-21 15:11:18.786330+00:00
SFS,077,Edgware Road,2026-07-21T15:11:00Z,22,Good Service,2026-07-21 15:11:18.792746+00:00
EPY,063,Edgware Road,2026-07-21T15:17:30Z,411,Good Service,2026-07-21 15:11:19.213974+00:00
EPY,077,Edgware Road,2026-07-21T15:14:00Z,201,Good Service,2026-07-21 15:11:19.217731+00:00
PYB,053,Edgware Road,2026-07-21T15:11:36Z,81,Good Service,2026-07-21 15:11:19.319019+00:00
PYB,063,Edgware Road,2026-07-21T15:19:06Z,531,Good Service,2026-07-21 15:11:19.324270+00:00
PYB,077,Edgware Road,2026-07-21T15:15:06Z,291,Good Service,2026-07-21 15:11:19.327731+00:00
PSG,053,Edgware Road,2026-07-21T15:13:30Z,171,Good Service,2026-07-21 15:11:19.436750+00:00
PSG,063,Edgware Road,2026-07-21T15:22:29Z,710,Good Service,2026-07-21 15:11:19.441049+00:00
PSG,077,Edgware Road,2026-07-21T15:18:30Z,471,Good Service,2026-07-21 15:11:19.443934+00:00
FBY,053,Edgware Road,2026-07-21T15:15:30Z,291,Good Service,2026-07-21 15:11:19.560605+00:00
FBY,063,Edgware Road,2026-07-21T15:24:30Z,831,Good Service,2026-07-21 15:11:19.565059+00:00
FBY,077,Edgware Road,2026-07-21T15:20:30Z,591,Good Service,2026-07-21 15:11:19.568868+00:00
WIP,063,Edgware Road,2026-07-21T15:12:59Z,118,Good Service,2026-07-21 15:11:40.832412+00:00
SFS,063,Edgware Road,2026-07-21T15:15:00Z,239,Good Service,2026-07-21 15:11:41.017427+00:00
EPY,063,Edgware Road,2026-07-21T15:17:30Z,411,Good Service,2026-07-21 15:11:41.122774+00:00
EPY,077,Edgware Road,2026-07-21T15:14:00Z,201,Good Service,2026-07-21 15:11:41.126583+00:00
PYB,053,Edgware Road,2026-07-21T15:11:36Z,81,Good Service,2026-07-21 15:11:41.248854+00:00
PYB,063,Edgware Road,2026-07-21T15:19:06Z,531,Good Service,2026-07-21 15:11:41.254293+00:00
PYB,077,Edgware Road,2026-07-21T15:15:06Z,291,Good Service,2026-07-21 15:11:41.259725+00:00
PSG,053,Edgware Road,2026-07-21T15:14:06Z,231,Good Service,2026-07-21 15:11:41.359337+00:00
PSG,063,Edgware Road,2026-07-21T15:22:06Z,711,Good Service,2026-07-21 15:11:41.363159+00:00
PSG,077,Edgware Road,2026-07-21T15:18:06Z,471,Good Service,2026-07-21 15:11:41.367401+00:00
FBY,053,Edgware Road,2026-07-21T15:15:30Z,261,Good Service,2026-07-21 15:11:49.128646+00:00
FBY,063,Edgware Road,2026-07-21T15:24:30Z,801,Good Service,2026-07-21 15:11:49.131772+00:00
FBY,077,Edgware Road,2026-07-21T15:21:30Z,621,Good Service,2026-07-21 15:11:49.134678+00:00
WIP,063,Edgware Road,2026-07-21T15:12:59Z,88,Good Service,2026-07-21 15:12:10.934885+00:00
SFS,063,Edgware Road,2026-07-21T15:15:00Z,262,Good Service,2026-07-21 15:12:11.040822+00:00
SFS,077,Edgware Road,2026-07-21T15:11:00Z,22,Good Service,2026-07-21 15:12:11.044661+00:00
EPY,063,Edgware Road,2026-07-21T15:16:29Z,298,Good Service,2026-07-21 15:12:11.166909+00:00
EPY,077,Edgware Road,2026-07-21T15:13:59Z,148,Good Service,2026-07-21 15:12:11.170447+00:00
PYB,063,Edgware Road,2026-07-21T15:19:29Z,478,Good Service,2026-07-21 15:12:11.286500+00:00
PYB,077,Edgware Road,2026-07-21T15:16:29Z,298,Good Service,2026-07-21 15:12:11.291092+00:00
PSG,053,Edgware Road,2026-07-21T15:13:30Z,171,Good Service,2026-07-21 15:12:11.404500+00:00
PSG,063,Edgware Road,2026-07-21T15:22:29Z,710,Good Service,2026-07-21 15:12:11.407405+00:00
PSG,077,Edgware Road,2026-07-21T15:18:30Z,471,Good Service,2026-07-21 15:12:11.410500+00:00
FBY,053,Edgware Road,2026-07-21T15:15:30Z,238,Good Service,2026-07-21 15:12:12.611567+00:00
FBY,063,Edgware Road,2026-07-21T15:24:30Z,778,Good Service,2026-07-21 15:12:12.614437+00:00
FBY,077,Edgware Road,2026-07-21T15:21:30Z,598,Good Service,2026-07-21 15:12:12.617625+00:00
WIP,063,Edgware Road,2026-07-21T15:12:59Z,118,Good Service,2026-07-21 15:12:33.675411+00:00
SFS,063,Edgware Road,2026-07-21T15:15:00Z,186,Good Service,2026-07-21 15:12:33.784540+00:00
EPY,063,Edgware Road,2026-07-21T15:16:29Z,274,Good Service,2026-07-21 15:12:35.157844+00:00
EPY,077,Edgware Road,2026-07-21T15:13:59Z,124,Good Service,2026-07-21 15:12:35.163147+00:00
PYB,063,Edgware Road,2026-07-21T15:19:29Z,453,Good Service,2026-07-21 15:12:36.148190+00:00
PYB,077,Edgware Road,2026-07-21T15:16:29Z,273,Good Service,2026-07-21 15:12:36.151591+00:00
PSG,053,Edgware Road,2026-07-21T15:13:00Z,64,Good Service,2026-07-21 15:12:36.264250+00:00
PSG,063,Edgware Road,2026-07-21T15:21:30Z,574,Good Service,2026-07-21 15:12:36.268167+00:00
PSG,077,Edgware Road,2026-07-21T15:18:30Z,394,Good Service,2026-07-21 15:12:36.272410+00:00
FBY,053,Edgware Road,2026-07-21T15:15:30Z,261,Good Service,2026-07-21 15:12:36.375600+00:00
FBY,063,Edgware Road,2026-07-21T15:24:30Z,801,Good Service,2026-07-21 15:12:36.378238+00:00
FBY,077,Edgware Road,2026-07-21T15:21:30Z,621,Good Service,2026-07-21 15:12:36.381674+00:00
WIP,063,Edgware Road,2026-07-21T15:12:59Z,88,Good Service,2026-07-21 15:12:58.245615+00:00
SFS,063,Edgware Road,2026-07-21T15:15:00Z,186,Good Service,2026-07-21 15:12:58.345112+00:00
EPY,063,Edgware Road,2026-07-21T15:16:29Z,298,Good Service,2026-07-21 15:12:58.434009+00:00
EPY,077,Edgware Road,2026-07-21T15:13:59Z,148,Good Service,2026-07-21 15:12:58.437869+00:00
PYB,063,Edgware Road,2026-07-21T15:19:29Z,478,Good Service,2026-07-21 15:12:58.525125+00:00
PYB,077,Edgware Road,2026-07-21T15:16:29Z,298,Good Service,2026-07-21 15:12:58.529323+00:00
PSG,053,Edgware Road,2026-07-21T15:13:00Z,42,Good Service,2026-07-21 15:12:58.835067+00:00
PSG,063,Edgware Road,2026-07-21T15:21:30Z,552,Good Service,2026-07-21 15:12:58.838326+00:00
PSG,077,Edgware Road,2026-07-21T15:18:30Z,372,Good Service,2026-07-21 15:12:58.842125+00:00
FBY,053,Edgware Road,2026-07-21T15:15:30Z,191,Good Service,2026-07-21 15:12:58.948953+00:00
FBY,063,Edgware Road,2026-07-21T15:24:30Z,731,Good Service,2026-07-21 15:12:58.951515+00:00
FBY,077,Edgware Road,2026-07-21T15:21:30Z,551,Good Service,2026-07-21 15:12:58.953490+00:00
SFS,063,Edgware Road,2026-07-21T15:15:00Z,186,Good Service,2026-07-21 15:13:21.030557+00:00
EPY,063,Edgware Road,2026-07-21T15:18:04Z,323,Good Service,2026-07-21 15:13:21.133657+00:00
EPY,077,Edgware Road,2026-07-21T15:13:04Z,23,Good Service,2026-07-21 15:13:21.135573+00:00
PYB,063,Edgware Road,2026-07-21T15:19:34Z,402,Good Service,2026-07-21 15:13:32.180523+00:00
PYB,077,Edgware Road,2026-07-21T15:15:34Z,162,Good Service,2026-07-21 15:13:32.183094+00:00
PSG,053,Edgware Road,2026-07-21T15:13:00Z,42,Good Service,2026-07-21 15:13:32.285022+00:00
PSG,063,Edgware Road,2026-07-21T15:21:30Z,552,Good Service,2026-07-21 15:13:32.287218+00:00
PSG,077,Edgware Road,2026-07-21T15:18:30Z,372,Good Service,2026-07-21 15:13:32.289089+00:00
FBY,053,Edgware Road,2026-07-21T15:15:30Z,191,Good Service,2026-07-21 15:13:32.387749+00:00
FBY,063,Edgware Road,2026-07-21T15:24:30Z,731,Good Service,2026-07-21 15:13:32.389525+00:00
FBY,077,Edgware Road,2026-07-21T15:21:30Z,551,Good Service,2026-07-21 15:13:32.391285+00:00
WIP,063,Edgware Road,2026-07-21T15:13:21Z,8,Good Service,2026-07-21 15:13:53.479346+00:00
SFS,063,Edgware Road,2026-07-21T15:15:04Z,111,Good Service,2026-07-21 15:13:53.607703+00:00
EPY,063,Edgware Road,2026-07-21T15:18:04Z,323,Good Service,2026-07-21 15:13:53.693827+00:00
EPY,077,Edgware Road,2026-07-21T15:13:04Z,23,Good Service,2026-07-21 15:13:53.696971+00:00
PYB,063,Edgware Road,2026-07-21T15:19:34Z,380,Good Service,2026-07-21 15:13:53.845189+00:00
PYB,077,Edgware Road,2026-07-21T15:15:34Z,140,Good Service,2026-07-21 15:13:53.849031+00:00
PSG,053,Edgware Road,2026-07-21T15:13:00Z,42,Good Service,2026-07-21 15:13:53.938606+00:00
PSG,063,Edgware Road,2026-07-21T15:21:30Z,552,Good Service,2026-07-21 15:13:53.941504+00:00
PSG,077,Edgware Road,2026-07-21T15:18:30Z,372,Good Service,2026-07-21 15:13:53.943414+00:00
FBY,053,Edgware Road,2026-07-21T15:15:34Z,140,Good Service,2026-07-21 15:13:54.042148+00:00
FBY,063,Edgware Road,2026-07-21T15:24:34Z,680,Good Service,2026-07-21 15:13:54.044822+00:00
FBY,077,Edgware Road,2026-07-21T15:20:34Z,440,Good Service,2026-07-21 15:13:54.047025+00:00
SFS,063,Edgware Road,2026-07-21T15:15:04Z,111,Good Service,2026-07-21 15:14:15.821668+00:00
EPY,063,Edgware Road,2026-07-21T15:18:04Z,323,Good Service,2026-07-21 15:14:15.918539+00:00
EPY,077,Edgware Road,2026-07-21T15:13:04Z,23,Good Service,2026-07-21 15:14:15.920693+00:00
PYB,063,Edgware Road,2026-07-21T15:19:34Z,358,Good Service,2026-07-21 15:14:16.087945+00:00
PYB,077,Edgware Road,2026-07-21T15:15:34Z,118,Good Service,2026-07-21 15:14:16.092502+00:00
PSG,063,Edgware Road,2026-07-21T15:22:34Z,538,Good Service,2026-07-21 15:14:16.842002+00:00
PSG,077,Edgware Road,2026-07-21T15:17:33Z,237,Good Service,2026-07-21 15:14:16.844638+00:00
FBY,053,Edgware Road,2026-07-21T15:15:34Z,140,Good Service,2026-07-21 15:14:16.933558+00:00
FBY,063,Edgware Road,2026-07-21T15:24:34Z,680,Good Service,2026-07-21 15:14:16.936148+00:00
FBY,077,Edgware Road,2026-07-21T15:20:34Z,440,Good Service,2026-07-21 15:14:16.937976+00:00
SFS,063,Edgware Road,2026-07-21T15:15:04Z,111,Good Service,2026-07-21 15:14:38.185600+00:00
EPY,063,Edgware Road,2026-07-21T15:19:17Z,319,Good Service,2026-07-21 15:14:38.287611+00:00
EPY,077,Edgware Road,2026-07-21T15:14:12Z,14,Good Service,2026-07-21 15:14:38.289876+00:00
PYB,063,Edgware Road,2026-07-21T15:20:47Z,409,Good Service,2026-07-21 15:14:38.390732+00:00
PYB,077,Edgware Road,2026-07-21T15:16:17Z,139,Good Service,2026-07-21 15:14:38.394679+00:00
PSG,053,Edgware Road,2026-07-21T15:14:24Z,26,Good Service,2026-07-21 15:14:38.500548+00:00
PSG,063,Edgware Road,2026-07-21T15:23:48Z,590,Good Service,2026-07-21 15:14:38.503377+00:00
PSG,077,Edgware Road,2026-07-21T15:18:48Z,290,Good Service,2026-07-21 15:14:38.507210+00:00
FBY,053,Edgware Road,2026-07-21T15:16:18Z,140,Good Service,2026-07-21 15:14:38.629021+00:00
FBY,063,Edgware Road,2026-07-21T15:25:48Z,710,Good Service,2026-07-21 15:14:38.631366+00:00
FBY,077,Edgware Road,2026-07-21T15:20:48Z,410,Good Service,2026-07-21 15:14:38.633752+00:00
WIP,063,Edgware Road,2026-07-21T15:14:28Z,8,Good Service,2026-07-21 15:15:00.453504+00:00
SFS,063,Edgware Road,2026-07-21T15:16:17Z,117,Good Service,2026-07-21 15:15:00.585653+00:00
EPY,063,Edgware Road,2026-07-21T15:19:17Z,297,Good Service,2026-07-21 15:15:00.792805+00:00
PYB,063,Edgware Road,2026-07-21T15:20:47Z,387,Good Service,2026-07-21 15:15:00.892936+00:00
PYB,077,Edgware Road,2026-07-21T15:16:17Z,117,Good Service,2026-07-21 15:15:00.895056+00:00
PSG,063,Edgware Road,2026-07-21T15:22:34Z,538,Good Service,2026-07-21 15:15:00.982056+00:00
PSG,077,Edgware Road,2026-07-21T15:17:33Z,237,Good Service,2026-07-21 15:15:00.984302+00:00
FBY,053,Edgware Road,2026-07-21T15:16:18Z,140,Good Service,2026-07-21 15:15:01.153493+00:00
FBY,063,Edgware Road,2026-07-21T15:25:48Z,710,Good Service,2026-07-21 15:15:01.155400+00:00
FBY,077,Edgware Road,2026-07-21T15:20:48Z,410,Good Service,2026-07-21 15:15:01.157244+00:00
WIP,063,Edgware Road,2026-07-21T15:14:28Z,8,Good Service,2026-07-21 15:15:24.684072+00:00
SFS,063,Edgware Road,2026-07-21T15:16:17Z,117,Good Service,2026-07-21 15:15:24.786902+00:00
EPY,063,Edgware Road,2026-07-21T15:19:17Z,272,Good Service,2026-07-21 15:15:24.905707+00:00
PYB,063,Edgware Road,2026-07-21T15:20:47Z,409,Good Service,2026-07-21 15:15:25.005691+00:00
PYB,077,Edgware Road,2026-07-21T15:16:17Z,139,Good Service,2026-07-21 15:15:25.009099+00:00
PSG,063,Edgware Road,2026-07-21T15:23:48Z,543,Good Service,2026-07-21 15:15:25.660369+00:00
PSG,077,Edgware Road,2026-07-21T15:18:48Z,243,Good Service,2026-07-21 15:15:25.663205+00:00
FBY,053,Edgware Road,2026-07-21T15:16:18Z,92,Good Service,2026-07-21 15:15:26.777138+00:00
FBY,063,Edgware Road,2026-07-21T15:25:48Z,662,Good Service,2026-07-21 15:15:26.781101+00:00
FBY,077,Edgware Road,2026-07-21T15:20:48Z,362,Good Service,2026-07-21 15:15:26.783500+00:00
WIP,063,Edgware Road,2026-07-21T15:14:28Z,8,Good Service,2026-07-21 15:15:47.718142+00:00
SFS,063,Edgware Road,2026-07-21T15:16:17Z,117,Good Service,2026-07-21 15:15:47.825893+00:00
EPY,063,Edgware Road,2026-07-21T15:18:42Z,214,Good Service,2026-07-21 15:15:47.937456+00:00
EPY,070,Edgware Road,2026-07-21T15:22:12Z,424,Good Service,2026-07-21 15:15:47.940535+00:00
PYB,063,Edgware Road,2026-07-21T15:20:47Z,387,Good Service,2026-07-21 15:15:48.055895+00:00
PYB,077,Edgware Road,2026-07-21T15:16:17Z,117,Good Service,2026-07-21 15:15:48.060128+00:00
PSG,063,Edgware Road,2026-07-21T15:23:12Z,484,Good Service,2026-07-21 15:15:48.168323+00:00
PSG,070,Edgware Road,2026-07-21T15:27:12Z,724,Good Service,2026-07-21 15:15:48.171681+00:00
PSG,077,Edgware Road,2026-07-21T15:18:12Z,184,Good Service,2026-07-21 15:15:48.174965+00:00
FBY,053,Edgware Road,2026-07-21T15:15:43Z,33,Good Service,2026-07-21 15:15:49.858982+00:00
FBY,063,Edgware Road,2026-07-21T15:25:13Z,603,Good Service,2026-07-21 15:15:49.861116+00:00
FBY,070,Edgware Road,2026-07-21T15:29:13Z,843,Good Service,2026-07-21 15:15:49.862567+00:00
FBY,077,Edgware Road,2026-07-21T15:20:13Z,303,Good Service,2026-07-21 15:15:49.866100+00:00
WIP,070,Edgware Road,2026-07-21T15:17:42Z,129,Good Service,2026-07-21 15:16:13.041072+00:00
SFS,063,Edgware Road,2026-07-21T15:15:42Z,9,Good Service,2026-07-21 15:16:13.184850+00:00
SFS,070,Edgware Road,2026-07-21T15:19:42Z,249,Good Service,2026-07-21 15:16:13.187136+00:00
EPY,063,Edgware Road,2026-07-21T15:18:42Z,183,Good Service,2026-07-21 15:16:19.249077+00:00
EPY,070,Edgware Road,2026-07-21T15:22:12Z,393,Good Service,2026-07-21 15:16:19.252226+00:00
PYB,063,Edgware Road,2026-07-21T15:20:12Z,273,Good Service,2026-07-21 15:16:19.352521+00:00
PYB,070,Edgware Road,2026-07-21T15:24:12Z,513,Good Service,2026-07-21 15:16:19.356273+00:00
PYB,077,Edgware Road,2026-07-21T15:15:42Z,3,Good Service,2026-07-21 15:16:19.359660+00:00
PSG,063,Edgware Road,2026-07-21T15:23:12Z,484,Good Service,2026-07-21 15:16:19.454022+00:00
PSG,070,Edgware Road,2026-07-21T15:27:12Z,724,Good Service,2026-07-21 15:16:19.458551+00:00
PSG,077,Edgware Road,2026-07-21T15:18:12Z,184,Good Service,2026-07-21 15:16:19.462330+00:00
FBY,053,Edgware Road,2026-07-21T15:16:18Z,92,Good Service,2026-07-21 15:16:19.568158+00:00
FBY,063,Edgware Road,2026-07-21T15:25:48Z,662,Good Service,2026-07-21 15:16:19.571266+00:00
FBY,077,Edgware Road,2026-07-21T15:20:48Z,362,Good Service,2026-07-21 15:16:19.576610+00:00
WIP,070,Edgware Road,2026-07-21T15:17:42Z,129,Good Service,2026-07-21 15:16:41.163677+00:00
SFS,063,Edgware Road,2026-07-21T15:15:42Z,9,Good Service,2026-07-21 15:16:41.254224+00:00
SFS,070,Edgware Road,2026-07-21T15:19:42Z,249,Good Service,2026-07-21 15:16:41.257063+00:00
EPY,063,Edgware Road,2026-07-21T15:18:42Z,214,Good Service,2026-07-21 15:16:41.381100+00:00
EPY,070,Edgware Road,2026-07-21T15:22:12Z,424,Good Service,2026-07-21 15:16:41.385118+00:00
PYB,063,Edgware Road,2026-07-21T15:20:12Z,273,Good Service,2026-07-21 15:16:41.528367+00:00
PYB,070,Edgware Road,2026-07-21T15:24:12Z,513,Good Service,2026-07-21 15:16:41.532235+00:00
PYB,077,Edgware Road,2026-07-21T15:15:42Z,3,Good Service,2026-07-21 15:16:41.535493+00:00
PSG,063,Edgware Road,2026-07-21T15:23:12Z,431,Good Service,2026-07-21 15:16:41.689660+00:00
PSG,070,Edgware Road,2026-07-21T15:27:12Z,671,Good Service,2026-07-21 15:16:41.691774+00:00
PSG,077,Edgware Road,2026-07-21T15:18:12Z,131,Good Service,2026-07-21 15:16:41.693911+00:00
FBY,053,Edgware Road,2026-07-21T15:15:43Z,33,Good Service,2026-07-21 15:16:41.841311+00:00
FBY,063,Edgware Road,2026-07-21T15:25:13Z,603,Good Service,2026-07-21 15:16:41.844455+00:00
FBY,070,Edgware Road,2026-07-21T15:29:13Z,843,Good Service,2026-07-21 15:16:41.846784+00:00
FBY,077,Edgware Road,2026-07-21T15:20:13Z,303,Good Service,2026-07-21 15:16:41.849699+00:00
WIP,070,Edgware Road,2026-07-21T15:17:42Z,129,Good Service,2026-07-21 15:17:03.819129+00:00
SFS,063,Edgware Road,2026-07-21T15:15:42Z,9,Good Service,2026-07-21 15:17:03.917301+00:00
SFS,070,Edgware Road,2026-07-21T15:19:42Z,249,Good Service,2026-07-21 15:17:03.921193+00:00
EPY,063,Edgware Road,2026-07-21T15:19:06Z,161,Good Service,2026-07-21 15:17:05.318771+00:00
EPY,070,Edgware Road,2026-07-21T15:22:06Z,341,Good Service,2026-07-21 15:17:05.322239+00:00
PYB,063,Edgware Road,2026-07-21T15:21:37Z,312,Good Service,2026-07-21 15:17:05.476019+00:00
PYB,070,Edgware Road,2026-07-21T15:23:37Z,432,Good Service,2026-07-21 15:17:05.478466+00:00
PSG,063,Edgware Road,2026-07-21T15:23:37Z,430,Good Service,2026-07-21 15:17:07.019616+00:00
PSG,070,Edgware Road,2026-07-21T15:26:37Z,610,Good Service,2026-07-21 15:17:07.023963+00:00
PSG,077,Edgware Road,2026-07-21T15:18:07Z,100,Good Service,2026-07-21 15:17:07.026749+00:00
FBY,053,Upminster,2026-07-21T15:16:40Z,11,Good Service,2026-07-21 15:17:08.978582+00:00
FBY,063,Edgware Road,2026-07-21T15:26:36Z,607,Good Service,2026-07-21 15:17:08.982358+00:00
FBY,070,Edgware Road,2026-07-21T15:28:36Z,727,Good Service,2026-07-21 15:17:08.985584+00:00
FBY,077,Edgware Road,2026-07-21T15:20:06Z,217,Good Service,2026-07-21 15:17:08.989406+00:00
WIP,070,Edgware Road,2026-07-21T15:17:01Z,10,Good Service,2026-07-21 15:17:30.929165+00:00
SFS,070,Edgware Road,2026-07-21T15:19:07Z,136,Good Service,2026-07-21 15:17:31.133282+00:00
EPY,063,Edgware Road,2026-07-21T15:19:06Z,161,Good Service,2026-07-21 15:17:31.233146+00:00
EPY,070,Edgware Road,2026-07-21T15:22:06Z,341,Good Service,2026-07-21 15:17:31.236119+00:00
PYB,063,Edgware Road,2026-07-21T15:21:37Z,286,Good Service,2026-07-21 15:17:31.354506+00:00
PYB,070,Edgware Road,2026-07-21T15:23:37Z,406,Good Service,2026-07-21 15:17:31.357224+00:00
PSG,063,Edgware Road,2026-07-21T15:23:37Z,406,Good Service,2026-07-21 15:17:31.474910+00:00
PSG,070,Edgware Road,2026-07-21T15:26:37Z,586,Good Service,2026-07-21 15:17:31.477681+00:00
PSG,077,Edgware Road,2026-07-21T15:18:07Z,76,Good Service,2026-07-21 15:17:31.480727+00:00
FBY,063,Edgware Road,2026-07-21T15:26:36Z,585,Good Service,2026-07-21 15:17:31.589327+00:00
FBY,070,Edgware Road,2026-07-21T15:28:36Z,705,Good Service,2026-07-21 15:17:31.593149+00:00
FBY,077,Edgware Road,2026-07-21T15:20:06Z,195,Good Service,2026-07-21 15:17:31.594951+00:00
SFS,070,Edgware Road,2026-07-21T15:19:07Z,136,Good Service,2026-07-21 15:17:52.921093+00:00
EPY,063,Edgware Road,2026-07-21T15:19:06Z,161,Good Service,2026-07-21 15:17:53.021877+00:00
EPY,070,Edgware Road,2026-07-21T15:22:06Z,341,Good Service,2026-07-21 15:17:53.023614+00:00
PYB,063,Edgware Road,2026-07-21T15:21:37Z,312,Good Service,2026-07-21 15:17:53.115301+00:00
PYB,070,Edgware Road,2026-07-21T15:23:37Z,432,Good Service,2026-07-21 15:17:53.117647+00:00
PSG,063,Edgware Road,2026-07-21T15:23:37Z,406,Good Service,2026-07-21 15:17:53.211739+00:00
PSG,070,Edgware Road,2026-07-21T15:26:37Z,586,Good Service,2026-07-21 15:17:53.214589+00:00
PSG,077,Edgware Road,2026-07-21T15:18:07Z,76,Good Service,2026-07-21 15:17:53.216961+00:00
FBY,063,Edgware Road,2026-07-21T15:26:36Z,585,Good Service,2026-07-21 15:17:53.313619+00:00
FBY,070,Edgware Road,2026-07-21T15:28:36Z,705,Good Service,2026-07-21 15:17:53.316954+00:00
FBY,077,Edgware Road,2026-07-21T15:20:06Z,195,Good Service,2026-07-21 15:17:53.318798+00:00
SFS,070,Edgware Road,2026-07-21T15:19:07Z,136,Good Service,2026-07-21 15:18:15.993535+00:00
EPY,063,Edgware Road,2026-07-21T15:19:07Z,91,Good Service,2026-07-21 15:18:16.198866+00:00
EPY,070,Edgware Road,2026-07-21T15:21:07Z,211,Good Service,2026-07-21 15:18:16.208333+00:00
PYB,063,Edgware Road,2026-07-21T15:21:37Z,286,Good Service,2026-07-21 15:18:16.307936+00:00
PYB,070,Edgware Road,2026-07-21T15:23:37Z,406,Good Service,2026-07-21 15:18:16.312265+00:00
PSG,063,Edgware Road,2026-07-21T15:23:37Z,361,Good Service,2026-07-21 15:18:16.440436+00:00
PSG,070,Edgware Road,2026-07-21T15:25:37Z,481,Good Service,2026-07-21 15:18:16.443997+00:00
PSG,077,Edgware Road,2026-07-21T15:18:37Z,61,Good Service,2026-07-21 15:18:16.446963+00:00
FBY,063,Edgware Road,2026-07-21T15:25:37Z,480,Good Service,2026-07-21 15:18:16.721276+00:00
FBY,070,Edgware Road,2026-07-21T15:28:37Z,660,Good Service,2026-07-21 15:18:16.726076+00:00
FBY,077,Edgware Road,2026-07-21T15:20:37Z,180,Good Service,2026-07-21 15:18:16.729276+00:00
SFS,070,Edgware Road,2026-07-21T15:19:07Z,69,Good Service,2026-07-21 15:18:38.589752+00:00
EPY,063,Edgware Road,2026-07-21T15:19:07Z,68,Good Service,2026-07-21 15:18:39.703306+00:00
EPY,070,Edgware Road,2026-07-21T15:21:07Z,188,Good Service,2026-07-21 15:18:39.705694+00:00
PYB,063,Edgware Road,2026-07-21T15:21:08Z,189,Good Service,2026-07-21 15:18:40.080571+00:00
PYB,070,Edgware Road,2026-07-21T15:23:38Z,339,Good Service,2026-07-21 15:18:40.083323+00:00
PSG,063,Edgware Road,2026-07-21T15:23:37Z,337,Good Service,2026-07-21 15:18:40.458258+00:00
PSG,070,Edgware Road,2026-07-21T15:25:37Z,457,Good Service,2026-07-21 15:18:40.460551+00:00
PSG,077,Edgware Road,2026-07-21T15:18:37Z,37,Good Service,2026-07-21 15:18:40.462707+00:00
FBY,063,Edgware Road,2026-07-21T15:25:37Z,457,Good Service,2026-07-21 15:18:40.569545+00:00
FBY,070,Edgware Road,2026-07-21T15:28:37Z,637,Good Service,2026-07-21 15:18:40.573076+00:00
FBY,077,Edgware Road,2026-07-21T15:20:37Z,157,Good Service,2026-07-21 15:18:40.575972+00:00
SFS,070,Edgware Road,2026-07-21T15:19:07Z,40,Good Service,2026-07-21 15:19:06.900637+00:00
EPY,063,Edgware Road,2026-07-21T15:19:07Z,91,Good Service,2026-07-21 15:19:07.008296+00:00
EPY,070,Edgware Road,2026-07-21T15:21:07Z,211,Good Service,2026-07-21 15:19:07.014281+00:00
PYB,063,Edgware Road,2026-07-21T15:21:08Z,161,Good Service,2026-07-21 15:19:07.157681+00:00
PYB,070,Edgware Road,2026-07-21T15:23:38Z,311,Good Service,2026-07-21 15:19:07.159672+00:00
PSG,063,Edgware Road,2026-07-21T15:23:37Z,337,Good Service,2026-07-21 15:19:07.255722+00:00
PSG,070,Edgware Road,2026-07-21T15:25:37Z,457,Good Service,2026-07-21 15:19:07.258321+00:00
