station,train_no,destination,expected_arr,time_to_station,tfl_status,time
PYB,062,Edgware Road,2026-07-21T15:01:00Z,26,Good Service,2026-07-21 15:01:14.215750+00:00
PYB,076,Edgware Road,2026-07-21T15:04:24Z,230,Good Service,2026-07-21 15:01:14.218981+00:00
PSG,053,Edgware Road,2026-07-21T15:11:54Z,727,Good Service,2026-07-21 15:01:14.311621+00:00
PSG,062,Edgware Road,2026-07-21T15:03:54Z,247,Good Service,2026-07-21 15:01:14.315968+00:00
PSG,076,Edgware Road,2026-07-21T15:06:54Z,427,Good Service,2026-07-21 15:01:14.319597+00:00
FBY,053,Edgware Road,2026-07-21T15:13:53Z,846,Good Service,2026-07-21 15:01:14.420325+00:00
FBY,062,Edgware Road,2026-07-21T15:05:53Z,366,Good Service,2026-07-21 15:01:14.424761+00:00
FBY,076,Edgware Road,2026-07-21T15:09:53Z,606,Good Service,2026-07-21 15:01:14.432346+00:00
WIP,053,Edgware Road,2026-07-21T15:01:23Z,26,Good Service,2026-07-21 15:01:36.770256+00:00
SFS,053,Edgware Road,2026-07-21T15:03:53Z,175,Good Service,2026-07-21 15:01:38.598834+00:00
EPY,053,Edgware Road,2026-07-21T15:05:54Z,320,Good Service,2026-07-21 15:01:38.700895+00:00
EPY,076,Edgware Road,2026-07-21T15:02:24Z,110,Good Service,2026-07-21 15:01:38.704005+00:00
PYB,053,Edgware Road,2026-07-21T15:08:54Z,500,Good Service,2026-07-21 15:01:38.799061+00:00
PYB,062,Edgware Road,2026-07-21T15:01:00Z,26,Good Service,2026-07-21 15:01:38.802696+00:00
PYB,076,Edgware Road,2026-07-21T15:04:24Z,230,Good Service,2026-07-21 15:01:38.806040+00:00
PSG,053,Edgware Road,2026-07-21T15:11:23Z,625,Good Service,2026-07-21 15:01:38.915489+00:00
PSG,062,Edgware Road,2026-07-21T15:02:53Z,115,Good Service,2026-07-21 15:01:38.919078+00:00
PSG,076,Edgware Road,2026-07-21T15:06:23Z,325,Good Service,2026-07-21 15:01:38.921834+00:00
FBY,053,Edgware Road,2026-07-21T15:14:23Z,854,Good Service,2026-07-21 15:01:39.020221+00:00
FBY,062,Edgware Road,2026-07-21T15:05:24Z,315,Good Service,2026-07-21 15:01:39.024828+00:00
FBY,076,Edgware Road,2026-07-21T15:10:24Z,615,Good Service,2026-07-21 15:01:39.028616+00:00
WIP,053,Edgware Road,2026-07-21T15:01:28Z,8,Good Service,2026-07-21 15:02:00.031673+00:00
SFS,053,Edgware Road,2026-07-21T15:03:53Z,150,Good Service,2026-07-21 15:02:03.129770+00:00
EPY,053,Edgware Road,2026-07-21T15:06:53Z,330,Good Service,2026-07-21 15:02:03.611606+00:00
EPY,076,Edgware Road,2026-07-21T15:01:53Z,30,Good Service,2026-07-21 15:02:03.617067+00:00
PYB,053,Edgware Road,2026-07-21T15:08:24Z,418,Good Service,2026-07-21 15:02:07.090818+00:00
PYB,076,Edgware Road,2026-07-21T15:04:24Z,178,Good Service,2026-07-21 15:02:07.098776+00:00
PSG,053,Edgware Road,2026-07-21T15:11:23Z,596,Good Service,2026-07-21 15:02:07.224599+00:00
PSG,062,Edgware Road,2026-07-21T15:02:53Z,86,Good Service,2026-07-21 15:02:07.228125+00:00
PSG,076,Edgware Road,2026-07-21T15:06:23Z,296,Good Service,2026-07-21 15:02:07.232071+00:00
FBY,053,Edgware Road,2026-07-21T15:13:24Z,716,Good Service,2026-07-21 15:02:07.765285+00:00
FBY,062,Edgware Road,2026-07-21T15:05:24Z,236,Good Service,2026-07-21 15:02:07.768582+00:00
FBY,076,Edgware Road,2026-07-21T15:09:24Z,476,Good Service,2026-07-21 15:02:07.773232+00:00
WIP,053,Edgware Road,2026-07-21T15:01:23Z,26,Good Service,2026-07-21 15:02:29.078827+00:00
SFS,053,Edgware Road,2026-07-21T15:04:26Z,157,Good Service,2026-07-21 15:02:29.197703+00:00
EPY,053,Edgware Road,2026-07-21T15:07:26Z,337,Good Service,2026-07-21 15:02:29.305567+00:00
EPY,076,Edgware Road,2026-07-21T15:02:00Z,11,Good Service,2026-07-21 15:02:29.308803+00:00
PYB,053,Edgware Road,2026-07-21T15:08:56Z,427,Good Service,2026-07-21 15:02:29.432007+00:00
PYB,076,Edgware Road,2026-07-21T15:04:26Z,157,Good Service,2026-07-21 15:02:29.435787+00:00
PSG,053,Edgware Road,2026-07-21T15:11:23Z,596,Good Service,2026-07-21 15:02:29.530215+00:00
PSG,062,Edgware Road,2026-07-21T15:02:53Z,86,Good Service,2026-07-21 15:02:29.534189+00:00
PSG,076,Edgware Road,2026-07-21T15:06:23Z,296,Good Service,2026-07-21 15:02:29.538427+00:00
FBY,053,Edgware Road,2026-07-21T15:13:24Z,716,Good Service,2026-07-21 15:02:29.647358+00:00
FBY,062,Edgware Road,2026-07-21T15:05:24Z,236,Good Service,2026-07-21 15:02:29.651096+00:00
FBY,076,Edgware Road,2026-07-21T15:09:24Z,476,Good Service,2026-07-21 15:02:29.655372+00:00
SFS,053,Edgware Road,2026-07-21T15:03:53Z,150,Good Service,2026-07-21 15:02:52.267257+00:00
EPY,053,Edgware Road,2026-07-21T15:06:53Z,330,Good Service,2026-07-21 15:02:52.406443+00:00
EPY,076,Edgware Road,2026-07-21T15:01:53Z,30,Good Service,2026-07-21 15:02:52.411837+00:00
PYB,053,Edgware Road,2026-07-21T15:09:27Z,435,Good Service,2026-07-21 15:02:52.587657+00:00
PYB,076,Edgware Road,2026-07-21T15:04:57Z,165,Good Service,2026-07-21 15:02:52.591765+00:00
PSG,053,Edgware Road,2026-07-21T15:11:23Z,596,Good Service,2026-07-21 15:02:52.741999+00:00
PSG,062,Edgware Road,2026-07-21T15:02:53Z,86,Good Service,2026-07-21 15:02:52.747712+00:00
PSG,076,Edgware Road,2026-07-21T15:06:23Z,296,Good Service,2026-07-21 15:02:52.751276+00:00
FBY,053,Edgware Road,2026-07-21T15:14:26Z,733,Good Service,2026-07-21 15:02:52.861532+00:00
FBY,062,Edgware Road,2026-07-21T15:05:26Z,193,Good Service,2026-07-21 15:02:52.867733+00:00
FBY,076,Edgware Road,2026-07-21T15:09:26Z,433,Good Service,2026-07-21 15:02:52.871328+00:00
SFS,053,Edgware Road,2026-07-21T15:04:26Z,157,Good Service,2026-07-21 15:03:14.152179+00:00
EPY,053,Edgware Road,2026-07-21T15:07:56Z,322,Good Service,2026-07-21 15:03:14.262684+00:00
PYB,053,Edgware Road,2026-07-21T15:08:56Z,427,Good Service,2026-07-21 15:03:14.363572+00:00
PYB,076,Edgware Road,2026-07-21T15:04:26Z,157,Good Service,2026-07-21 15:03:14.367206+00:00
PSG,053,Edgware Road,2026-07-21T15:12:26Z,592,Good Service,2026-07-21 15:03:14.475140+00:00
PSG,062,Edgware Road,2026-07-21T15:03:26Z,52,Good Service,2026-07-21 15:03:14.479911+00:00
PSG,076,Edgware Road,2026-07-21T15:07:26Z,292,Good Service,2026-07-21 15:03:14.482718+00:00
FBY,053,Edgware Road,2026-07-21T15:14:26Z,712,Good Service,2026-07-21 15:03:14.595538+00:00
FBY,062,Edgware Road,2026-07-21T15:05:26Z,172,Good Service,2026-07-21 15:03:14.599499+00:00
FBY,076,Edgware Road,2026-07-21T15:09:26Z,412,Good Service,2026-07-21 15:03:14.602942+00:00
SFS,053,Edgware Road,2026-07-21T15:04:52Z,117,Good Service,2026-07-21 15:03:35.885364+00:00
EPY,053,Edgware Road,2026-07-21T15:07:56Z,322,Good Service,2026-07-21 15:03:35.976308+00:00
PYB,053,Edgware Road,2026-07-21T15:09:22Z,386,Good Service,2026-07-21 15:03:36.135184+00:00
PYB,076,Edgware Road,2026-07-21T15:04:52Z,116,Good Service,2026-07-21 15:03:36.139472+00:00
PSG,053,Edgware Road,2026-07-21T15:12:26Z,592,Good Service,2026-07-21 15:03:36.239791+00:00
PSG,062,Edgware Road,2026-07-21T15:03:26Z,52,Good Service,2026-07-21 15:03:36.243811+00:00
PSG,076,Edgware Road,2026-07-21T15:07:26Z,292,Good Service,2026-07-21 15:03:36.247564+00:00
FBY,053,Edgware Road,2026-07-21T15:14:26Z,733,Good Service,2026-07-21 15:03:36.348576+00:00
FBY,062,Edgware Road,2026-07-21T15:05:26Z,193,Good Service,2026-07-21 15:03:36.352431+00:00
FBY,076,Edgware Road,2026-07-21T15:09:26Z,433,Good Service,2026-07-21 15:03:36.355202+00:00
SFS,053,Edgware Road,2026-07-21T15:04:52Z,94,Good Service,2026-07-21 15:03:58.937011+00:00
EPY,053,Edgware Road,2026-07-21T15:07:56Z,322,Good Service,2026-07-21 15:03:59.062316+00:00
PYB,053,Edgware Road,2026-07-21T15:09:22Z,363,Good Service,2026-07-21 15:03:59.170796+00:00
PYB,076,Edgware Road,2026-07-21T15:04:52Z,93,Good Service,2026-07-21 15:03:59.175156+00:00
PSG,053,Edgware Road,2026-07-21T15:12:26Z,592,Good Service,2026-07-21 15:03:59.286868+00:00
PSG,062,Edgware Road,2026-07-21T15:03:26Z,52,Good Service,2026-07-21 15:03:59.290944+00:00
PSG,076,Edgware Road,2026-07-21T15:07:26Z,292,Good Service,2026-07-21 15:03:59.294978+00:00
FBY,053,Edgware Road,2026-07-21T15:14:22Z,663,Good Service,2026-07-21 15:03:59.493326+00:00
FBY,062,Edgware Road,2026-07-21T15:05:52Z,153,Good Service,2026-07-21 15:03:59.499130+00:00
FBY,076,Edgware Road,2026-07-21T15:09:22Z,363,Good Service,2026-07-21 15:03:59.505617+00:00
SFS,053,Edgware Road,2026-07-21T15:04:52Z,94,Good Service,2026-07-21 15:04:20.806579+00:00
EPY,053,Edgware Road,2026-07-21T15:07:29Z,227,Good Service,2026-07-21 15:04:21.666930+00:00
PYB,053,Edgware Road,2026-07-21T15:09:22Z,363,Good Service,2026-07-21 15:04:21.779669+00:00
PYB,076,Edgware Road,2026-07-21T15:04:52Z,93,Good Service,2026-07-21 15:04:21.784039+00:00
PSG,053,Edgware Road,2026-07-21T15:11:59Z,497,Good Service,2026-07-21 15:04:21.897739+00:00
PSG,076,Edgware Road,2026-07-21T15:06:29Z,167,Good Service,2026-07-21 15:04:21.901628+00:00
FBY,053,Edgware Road,2026-07-21T15:14:22Z,663,Good Service,2026-07-21 15:04:22.003853+00:00
FBY,062,Edgware Road,2026-07-21T15:05:52Z,153,Good Service,2026-07-21 15:04:22.007723+00:00
FBY,076,Edgware Road,2026-07-21T15:09:22Z,363,Good Service,2026-07-21 15:04:22.012290+00:00
SFS,053,Edgware Road,2026-07-21T15:04:54Z,51,Good Service,2026-07-21 15:04:43.820248+00:00
EPY,053,Edgware Road,2026-07-21T15:07:55Z,232,Good Service,2026-07-21 15:04:43.966332+00:00
PYB,053,Edgware Road,2026-07-21T15:09:22Z,363,Good Service,2026-07-21 15:04:44.094403+00:00
PYB,076,Edgware Road,2026-07-21T15:04:52Z,93,Good Service,2026-07-21 15:04:44.099126+00:00
PSG,053,Edgware Road,2026-07-21T15:11:59Z,497,Good Service,2026-07-21 15:04:44.199447+00:00
PSG,076,Edgware Road,2026-07-21T15:06:29Z,167,Good Service,2026-07-21 15:04:44.203396+00:00
FBY,053,Edgware Road,2026-07-21T15:14:22Z,663,Good Service,2026-07-21 15:04:44.311589+00:00
FBY,062,Edgware Road,2026-07-21T15:05:52Z,153,Good Service,2026-07-21 15:04:44.315523+00:00
FBY,076,Edgware Road,2026-07-21T15:09:22Z,363,Good Service,2026-07-21 15:04:44.319256+00:00
SFS,053,Edgware Road,2026-07-21T15:04:54Z,27,Good Service,2026-07-21 15:05:07.605492+00:00
EPY,053,Edgware Road,2026-07-21T15:07:55Z,208,Good Service,2026-07-21 15:05:07.796657+00:00
PYB,053,Edgware Road,2026-07-21T15:09:24Z,295,Good Service,2026-07-21 15:05:08.702239+00:00
PSG,053,Edgware Road,2026-07-21T15:12:25Z,476,Good Service,2026-07-21 15:05:08.807408+00:00
PSG,076,Edgware Road,2026-07-21T15:06:55Z,146,Good Service,2026-07-21 15:05:08.811294+00:00
FBY,053,Edgware Road,2026-07-21T15:14:24Z,595,Good Service,2026-07-21 15:05:08.971604+00:00
FBY,062,Edgware Road,2026-07-21T15:05:54Z,85,Good Service,2026-07-21 15:05:08.974113+00:00
FBY,076,Edgware Road,2026-07-21T15:09:24Z,295,Good Service,2026-07-21 15:05:08.979301+00:00
SFS,053,Edgware Road,2026-07-21T15:04:54Z,27,Good Service,2026-07-21 15:05:31.096807+00:00
EPY,053,Edgware Road,2026-07-21T15:07:55Z,232,Good Service,2026-07-21 15:05:31.200471+00:00
PYB,053,Edgware Road,2026-07-21T15:10:00Z,309,Good Service,2026-07-21 15:05:31.322044+00:00
PYB,077,Edgware Road,2026-07-21T15:14:00Z,549,Good Service,2026-07-21 15:05:31.328099+00:00
PSG,053,Edgware Road,2026-07-21T15:12:25Z,476,Good Service,2026-07-21 15:05:31.442410+00:00
PSG,076,Edgware Road,2026-07-21T15:06:55Z,146,Good Service,2026-07-21 15:05:31.447627+00:00
FBY,053,Edgware Road,2026-07-21T15:15:01Z,610,Good Service,2026-07-21 15:05:31.676429+00:00
FBY,062,Out Of Service,2026-07-21T15:04:58Z,7,Good Service,2026-07-21 15:05:31.681294+00:00
FBY,076,Edgware Road,2026-07-21T15:08:31Z,220,Good Service,2026-07-21 15:05:31.685041+00:00
FBY,077,Edgware Road,2026-07-21T15:19:01Z,850,Good Service,2026-07-21 15:05:31.688427+00:00
WIP,077,Edgware Road,2026-07-21T15:07:54Z,161,Good Service,2026-07-21 15:05:53.299222+00:00
SFS,053,Edgware Road,2026-07-21T15:04:54Z,27,Good Service,2026-07-21 15:05:53.410416+00:00
EPY,053,Edgware Road,2026-07-21T15:07:55Z,208,Good Service,2026-07-21 15:05:53.729045+00:00
PYB,053,Edgware Road,2026-07-21T15:09:24Z,295,Good Service,2026-07-21 15:05:53.830204+00:00
PSG,053,Edgware Road,2026-07-21T15:12:24Z,431,Good Service,2026-07-21 15:05:53.952984+00:00
PSG,076,Edgware Road,2026-07-21T15:06:24Z,71,Good Service,2026-07-21 15:05:53.957152+00:00
PSG,077,Edgware Road,2026-07-21T15:17:24Z,731,Good Service,2026-07-21 15:05:53.960303+00:00
FBY,053,Edgware Road,2026-07-21T15:15:23Z,610,Good Service,2026-07-21 15:05:54.083479+00:00
FBY,062,Upminster,2026-07-21T15:05:22Z,9,Good Service,2026-07-21 15:05:54.087044+00:00
FBY,076,Edgware Road,2026-07-21T15:08:53Z,220,Good Service,2026-07-21 15:05:54.089636+00:00
FBY,077,Edgware Road,2026-07-21T15:19:23Z,850,Good Service,2026-07-21 15:05:54.093993+00:00
WIP,077,Edgware Road,2026-07-21T15:07:54Z,161,Good Service,2026-07-21 15:06:15.418594+00:00
SFS,053,Edgware Road,2026-07-21T15:06:02Z,26,Good Service,2026-07-21 15:06:15.731649+00:00
SFS,077,Edgware Road,2026-07-21T15:10:23Z,287,Good Service,2026-07-21 15:06:15.737024+00:00
EPY,053,Edgware Road,2026-07-21T15:08:24Z,167,Good Service,2026-07-21 15:06:17.197846+00:00
EPY,077,Edgware Road,2026-07-21T15:12:54Z,437,Good Service,2026-07-21 15:06:17.202834+00:00
PYB,053,Edgware Road,2026-07-21T15:10:54Z,317,Good Service,2026-07-21 15:06:17.352667+00:00
PYB,077,Edgware Road,2026-07-21T15:14:54Z,557,Good Service,2026-07-21 15:06:17.355441+00:00
PSG,053,Edgware Road,2026-07-21T15:12:53Z,436,Good Service,2026-07-21 15:06:17.820026+00:00
PSG,076,Edgware Road,2026-07-21T15:06:23Z,46,Good Service,2026-07-21 15:06:17.826009+00:00
PSG,077,Edgware Road,2026-07-21T15:17:53Z,736,Good Service,2026-07-21 15:06:17.833320+00:00
FBY,053,Edgware Road,2026-07-21T15:15:23Z,610,Good Service,2026-07-21 15:06:17.931867+00:00
FBY,062,Upminster,2026-07-21T15:05:22Z,9,Good Service,2026-07-21 15:06:17.938056+00:00
FBY,076,Edgware Road,2026-07-21T15:08:53Z,220,Good Service,2026-07-21 15:06:17.941423+00:00
FBY,077,Edgware Road,2026-07-21T15:19:23Z,850,Good Service,2026-07-21 15:06:17.944754+00:00
WIP,077,Edgware Road,2026-07-21T15:08:23Z,144,Good Service,2026-07-21 15:06:39.396355+00:00
SFS,077,Edgware Road,2026-07-21T15:10:54Z,294,Good Service,2026-07-21 15:06:40.681067+00:00
EPY,053,Edgware Road,2026-07-21T15:07:54Z,113,Good Service,2026-07-21 15:06:40.875964+00:00
EPY,077,Edgware Road,2026-07-21T15:13:24Z,443,Good Service,2026-07-21 15:06:40.880440+00:00
PYB,053,Edgware Road,2026-07-21T15:09:53Z,232,Good Service,2026-07-21 15:06:40.988155+00:00
PYB,077,Edgware Road,2026-07-21T15:15:23Z,562,Good Service,2026-07-21 15:06:40.992071+00:00
PSG,053,Edgware Road,2026-07-21T15:12:24Z,431,Good Service,2026-07-21 15:06:41.090123+00:00
PSG,076,Edgware Road,2026-07-21T15:06:24Z,71,Good Service,2026-07-21 15:06:41.095533+00:00
PSG,077,Edgware Road,2026-07-21T15:17:24Z,731,Good Service,2026-07-21 15:06:41.099686+00:00
FBY,053,Edgware Road,2026-07-21T15:14:24Z,503,Good Service,2026-07-21 15:06:41.296254+00:00
FBY,076,Edgware Road,2026-07-21T15:08:54Z,173,Good Service,2026-07-21 15:06:41.300406+00:00
FBY,077,Edgware Road,2026-07-21T15:20:24Z,863,Good Service,2026-07-21 15:06:41.304523+00:00
WIP,077,Edgware Road,2026-07-21T15:08:23Z,144,Good Service,2026-07-21 15:07:03.302594+00:00
SFS,053,Edgware Road,2026-07-21T15:06:02Z,26,Good Service,2026-07-21 15:07:03.400111+00:00
SFS,077,Edgware Road,2026-07-21T15:10:23Z,287,Good Service,2026-07-21 15:07:03.404149+00:00
EPY,053,Edgware Road,2026-07-21T15:07:54Z,113,Good Service,2026-07-21 15:07:03.512856+00:00
EPY,077,Edgware Road,2026-07-21T15:13:24Z,443,Good Service,2026-07-21 15:07:03.519269+00:00
PYB,053,Edgware Road,2026-07-21T15:09:53Z,210,Good Service,2026-07-21 15:07:03.639060+00:00
PYB,077,Edgware Road,2026-07-21T15:15:23Z,540,Good Service,2026-07-21 15:07:03.642545+00:00
PSG,053,Edgware Road,2026-07-21T15:12:24Z,360,Good Service,2026-07-21 15:07:03.822708+00:00
PSG,077,Edgware Road,2026-07-21T15:18:24Z,720,Good Service,2026-07-21 15:07:03.826872+00:00
FBY,053,Edgware Road,2026-07-21T15:14:24Z,480,Good Service,2026-07-21 15:07:03.939642+00:00
FBY,076,Edgware Road,2026-07-21T15:08:54Z,150,Good Service,2026-07-21 15:07:03.947118+00:00
FBY,077,Edgware Road,2026-07-21T15:20:24Z,840,Good Service,2026-07-21 15:07:03.953754+00:00
WIP,077,Edgware Road,2026-07-21T15:07:04Z,16,Good Service,2026-07-21 15:07:28.207872+00:00
SFS,077,Edgware Road,2026-07-21T15:10:54Z,294,Good Service,2026-07-21 15:07:28.311418+00:00
EPY,053,Edgware Road,2026-07-21T15:07:31Z,43,Good Service,2026-07-21 15:07:28.424789+00:00
EPY,077,Edgware Road,2026-07-21T15:12:31Z,343,Good Service,2026-07-21 15:07:28.430511+00:00
PYB,053,Edgware Road,2026-07-21T15:09:53Z,210,Good Service,2026-07-21 15:07:28.546533+00:00
PYB,077,Edgware Road,2026-07-21T15:15:23Z,540,Good Service,2026-07-21 15:07:28.549980+00:00
PSG,053,Edgware Road,2026-07-21T15:12:02Z,314,Good Service,2026-07-21 15:07:28.659564+00:00
PSG,077,Edgware Road,2026-07-21T15:17:02Z,614,Good Service,2026-07-21 15:07:28.665305+00:00
FBY,053,Edgware Road,2026-07-21T15:15:02Z,494,Good Service,2026-07-21 15:07:28.785213+00:00
FBY,076,Edgware Road,2026-07-21T15:09:02Z,134,Good Service,2026-07-21 15:07:28.788595+00:00
FBY,077,Edgware Road,2026-07-21T15:19:02Z,734,Good Service,2026-07-21 15:07:28.792563+00:00
SFS,077,Edgware Road,2026-07-21T15:09:58Z,168,Good Service,2026-07-21 15:07:50.455393+00:00
EPY,053,Edgware Road,2026-07-21T15:07:58Z,48,Good Service,2026-07-21 15:07:50.580914+00:00
EPY,077,Edgware Road,2026-07-21T15:12:58Z,348,Good Service,2026-07-21 15:07:50.584604+00:00
PYB,053,Edgware Road,2026-07-21T15:09:53Z,210,Good Service,2026-07-21 15:07:50.690551+00:00
PYB,077,Edgware Road,2026-07-21T15:15:23Z,540,Good Service,2026-07-21 15:07:50.694768+00:00
PSG,053,Edgware Road,2026-07-21T15:12:24Z,360,Good Service,2026-07-21 15:07:50.794151+00:00
PSG,077,Edgware Road,2026-07-21T15:18:24Z,720,Good Service,2026-07-21 15:07:50.798631+00:00
FBY,053,Edgware Road,2026-07-21T15:14:24Z,480,Good Service,2026-07-21 15:07:50.901780+00:00
FBY,076,Edgware Road,2026-07-21T15:08:54Z,150,Good Service,2026-07-21 15:07:50.906268+00:00
FBY,077,Edgware Road,2026-07-21T15:20:24Z,840,Good Service,2026-07-21 15:07:50.910534+00:00
WIP,077,Edgware Road,2026-07-21T15:07:42Z,10,Good Service,2026-07-21 15:08:12.029978+00:00
SFS,077,Edgware Road,2026-07-21T15:09:58Z,146,Good Service,2026-07-21 15:08:12.220390+00:00
EPY,053,Edgware Road,2026-07-21T15:07:58Z,26,Good Service,2026-07-21 15:08:12.414371+00:00
EPY,077,Edgware Road,2026-07-21T15:12:58Z,326,Good Service,2026-07-21 15:08:12.417438+00:00
PYB,053,Edgware Road,2026-07-21T15:10:27Z,175,Good Service,2026-07-21 15:08:12.537000+00:00
PYB,077,Edgware Road,2026-07-21T15:14:27Z,415,Good Service,2026-07-21 15:08:12.541746+00:00
PSG,053,Edgware Road,2026-07-21T15:12:27Z,295,Good Service,2026-07-21 15:08:12.652751+00:00
PSG,077,Edgware Road,2026-07-21T15:17:27Z,595,Good Service,2026-07-21 15:08:12.658094+00:00
FBY,053,Edgware Road,2026-07-21T15:15:28Z,476,Good Service,2026-07-21 15:08:12.801192+00:00
FBY,076,Edgware Road,2026-07-21T15:08:58Z,86,Good Service,2026-07-21 15:08:12.805767+00:00
FBY,077,Edgware Road,2026-07-21T15:19:28Z,716,Good Service,2026-07-21 15:08:12.811442+00:00
WIP,077,Edgware Road,2026-07-21T15:07:42Z,10,Good Service,2026-07-21 15:08:34.108414+00:00
SFS,077,Edgware Road,2026-07-21T15:09:58Z,124,Good Service,2026-07-21 15:08:34.231075+00:00
EPY,053,Edgware Road,2026-07-21T15:07:58Z,48,Good Service,2026-07-21 15:08:34.318654+00:00
EPY,077,Edgware Road,2026-07-21T15:12:58Z,348,Good Service,2026-07-21 15:08:34.323021+00:00
PYB,053,Edgware Road,2026-07-21T15:10:27Z,153,Good Service,2026-07-21 15:08:34.427299+00:00
PYB,077,Edgware Road,2026-07-21T15:14:27Z,393,Good Service,2026-07-21 15:08:34.431239+00:00
PSG,053,Edgware Road,2026-07-21T15:12:27Z,273,Good Service,2026-07-21 15:08:34.562684+00:00
PSG,077,Edgware Road,2026-07-21T15:17:27Z,573,Good Service,2026-07-21 15:08:34.565672+00:00
FBY,053,Edgware Road,2026-07-21T15:15:28Z,476,Good Service,2026-07-21 15:08:34.676722+00:00
FBY,076,Edgware Road,2026-07-21T15:08:58Z,86,Good Service,2026-07-21 15:08:34.680836+00:00
FBY,077,Edgware Road,2026-07-21T15:19:28Z,716,Good Service,2026-07-21 15:08:34.684396+00:00
SFS,077,Edgware Road,2026-07-21T15:09:58Z,146,Good Service,2026-07-21 15:08:56.805114+00:00
EPY,053,Edgware Road,2026-07-21T15:07:58Z,26,Good Service,2026-07-21 15:08:56.914636+00:00
EPY,077,Edgware Road,2026-07-21T15:12:58Z,326,Good Service,2026-07-21 15:08:56.918763+00:00
PYB,053,Edgware Road,2026-07-21T15:10:27Z,153,Good Service,2026-07-21 15:08:57.012375+00:00
PYB,077,Edgware Road,2026-07-21T15:14:27Z,393,Good Service,2026-07-21 15:08:57.016251+00:00
PSG,053,Edgware Road,2026-07-21T15:13:32Z,314,Good Service,2026-07-21 15:08:58.578558+00:00
PSG,077,Edgware Road,2026-07-21T15:16:32Z,494,Good Service,2026-07-21 15:08:58.583012+00:00
FBY,053,Edgware Road,2026-07-21T15:15:28Z,476,Good Service,2026-07-21 15:08:58.678415+00:00
FBY,076,Edgware Road,2026-07-21T15:08:58Z,86,Good Service,2026-07-21 15:08:58.681868+00:00
FBY,077,Edgware Road,2026-07-21T15:19:28Z,716,Good Service,2026-07-21 15:08:58.685661+00:00
SFS,077,Edgware Road,2026-07-21T15:10:01Z,79,Good Service,2026-07-21 15:09:22.061262+00:00
EPY,077,Edgware Road,2026-07-21T15:12:02Z,200,Good Service,2026-07-21 15:09:22.175655+00:00
PYB,053,Edgware Road,2026-07-21T15:11:01Z,139,Good Service,2026-07-21 15:09:22.395547+00:00
PYB,077,Edgware Road,2026-07-21T15:14:31Z,349,Good Service,2026-07-21 15:09:22.399147+00:00
PSG,053,Edgware Road,2026-07-21T15:13:32Z,314,Good Service,2026-07-21 15:09:22.502024+00:00
PSG,077,Edgware Road,2026-07-21T15:16:32Z,494,Good Service,2026-07-21 15:09:22.506019+00:00
FBY,053,Edgware Road,2026-07-21T15:15:31Z,408,Good Service,2026-07-21 15:09:22.745788+00:00
FBY,077,Edgware Road,2026-07-21T15:19:31Z,648,Good Service,2026-07-21 15:09:22.748836+00:00
SFS,077,Edgware Road,2026-07-21T15:10:01Z,79,Good Service,2026-07-21 15:09:44.400309+00:00
EPY,077,Edgware Road,2026-07-21T15:13:01Z,236,Good Service,2026-07-21 15:09:44.844353+00:00
PYB,053,Edgware Road,2026-07-21T15:11:01Z,139,Good Service,2026-07-21 15:09:44.949314+00:00
PYB,077,Edgware Road,2026-07-21T15:14:31Z,349,Good Service,2026-07-21 15:09:44.953164+00:00
PSG,053,Edgware Road,2026-07-21T15:13:31Z,266,Good Service,2026-07-21 15:09:45.078854+00:00
PSG,077,Edgware Road,2026-07-21T15:17:31Z,506,Good Service,2026-07-21 15:09:45.084501+00:00
FBY,053,Edgware Road,2026-07-21T15:15:31Z,408,Good Service,2026-07-21 15:09:45.191607+00:00
FBY,077,Edgware Road,2026-07-21T15:19:31Z,648,Good Service,2026-07-21 15:09:45.195954+00:00
SFS,077,Edgware Road,2026-07-21T15:11:02Z,95,Good Service,2026-07-21 15:10:06.925160+00:00
EPY,077,Edgware Road,2026-07-21T15:12:02Z,200,Good Service,2026-07-21 15:10:07.035029+00:00
PYB,053,Edgware Road,2026-07-21T15:11:02Z,95,Good Service,2026-07-21 15:10:07.316819+00:00
PYB,077,Edgware Road,2026-07-21T15:15:32Z,365,Good Service,2026-07-21 15:10:07.320883+00:00
PSG,053,Edgware Road,2026-07-21T15:13:31Z,242,Good Service,2026-07-21 15:10:09.238926+00:00
PSG,077,Edgware Road,2026-07-21T15:17:31Z,482,Good Service,2026-07-21 15:10:09.243363+00:00
FBY,053,Edgware Road,2026-07-21T15:15:31Z,408,Good Service,2026-07-21 15:10:09.358245+00:00
FBY,077,Edgware Road,2026-07-21T15:19:31Z,648,Good Service,2026-07-21 15:10:09.363656+00:00
WIP,063,Edgware Road,2026-07-21T15:12:36Z,164,Good Service,2026-07-21 15:10:32.667858+00:00
SFS,063,Edgware Road,2026-07-21T15:14:36Z,284,Good Service,2026-07-21 15:10:32.787026+00:00
SFS,077,Edgware Road,2026-07-21T15:10:36Z,44,Good Service,2026-07-21 15:10:32.790868+00:00
EPY,077,Edgware Road,2026-07-21T15:13:01Z,236,Good Service,2026-07-21 15:10:32.894942+00:00
PYB,053,Edgware Road,2026-07-21T15:11:02Z,95,Good Service,2026-07-21 15:10:33.007486+00:00
PYB,077,Edgware Road,2026-07-21T15:15:32Z,365,Good Service,2026-07-21 15:10:33.011019+00:00
