station,train_no,destination,expected_arr,time_to_station,tfl_status,time
PSG,073,Wimbledon,2026-07-21T15:18:27Z,654,Good Service,2026-07-21 15:08:13.587077+00:00
PSG,074,Wimbledon,2026-07-21T15:27:27Z,1194,Good Service,2026-07-21 15:08:13.591349+00:00
FBY,072,Wimbledon,2026-07-21T15:09:02Z,133,Good Service,2026-07-21 15:08:13.689966+00:00
FBY,073,Wimbledon,2026-07-21T15:19:02Z,733,Good Service,2026-07-21 15:08:13.694787+00:00
FBY,074,Wimbledon,2026-07-21T15:28:02Z,1273,Good Service,2026-07-21 15:08:13.698331+00:00
WIP,064,Wimbledon,2026-07-21T15:14:27Z,414,Good Service,2026-07-21 15:08:34.798547+00:00
WIP,071,Wimbledon,2026-07-21T15:10:58Z,205,Good Service,2026-07-21 15:08:34.801875+00:00
WIP,072,Wimbledon,2026-07-21T15:20:27Z,774,Good Service,2026-07-21 15:08:34.805065+00:00
WIP,073,Wimbledon,2026-07-21T15:26:27Z,1134,Good Service,2026-07-21 15:08:34.812189+00:00
WIP,074,Wimbledon,2026-07-21T15:35:27Z,1674,Good Service,2026-07-21 15:08:34.816952+00:00
SFS,064,Wimbledon,2026-07-21T15:12:28Z,295,Good Service,2026-07-21 15:08:34.958096+00:00
SFS,071,Wimbledon,2026-07-21T15:08:58Z,85,Good Service,2026-07-21 15:08:34.962349+00:00
SFS,072,Wimbledon,2026-07-21T15:19:28Z,715,Good Service,2026-07-21 15:08:34.966344+00:00
SFS,073,Wimbledon,2026-07-21T15:25:28Z,1075,Good Service,2026-07-21 15:08:34.969447+00:00
SFS,074,Wimbledon,2026-07-21T15:33:28Z,1555,Good Service,2026-07-21 15:08:34.972146+00:00
EPY,064,Wimbledon,2026-07-21T15:11:28Z,213,Good Service,2026-07-21 15:08:35.128553+00:00
EPY,072,Wimbledon,2026-07-21T15:17:28Z,573,Good Service,2026-07-21 15:08:35.132556+00:00
EPY,073,Wimbledon,2026-07-21T15:23:28Z,933,Good Service,2026-07-21 15:08:35.135727+00:00
EPY,074,Wimbledon,2026-07-21T15:32:28Z,1473,Good Service,2026-07-21 15:08:35.140090+00:00
PYB,064,Wimbledon,2026-07-21T15:08:27Z,54,Good Service,2026-07-21 15:08:35.274846+00:00
PYB,072,Wimbledon,2026-07-21T15:14:27Z,414,Good Service,2026-07-21 15:08:35.279684+00:00
PYB,073,Wimbledon,2026-07-21T15:21:27Z,834,Good Service,2026-07-21 15:08:35.283153+00:00
PYB,074,Wimbledon,2026-07-21T15:29:27Z,1314,Good Service,2026-07-21 15:08:35.286997+00:00
PSG,072,Wimbledon,2026-07-21T15:12:27Z,294,Good Service,2026-07-21 15:08:35.390802+00:00
PSG,073,Wimbledon,2026-07-21T15:18:27Z,654,Good Service,2026-07-21 15:08:35.395366+00:00
PSG,074,Wimbledon,2026-07-21T15:27:27Z,1194,Good Service,2026-07-21 15:08:35.399224+00:00
FBY,072,Wimbledon,2026-07-21T15:08:57Z,61,Good Service,2026-07-21 15:08:36.331576+00:00
FBY,073,Wimbledon,2026-07-21T15:18:27Z,631,Good Service,2026-07-21 15:08:36.336132+00:00
FBY,074,Wimbledon,2026-07-21T15:27:28Z,1172,Good Service,2026-07-21 15:08:36.341007+00:00
WIP,064,Wimbledon,2026-07-21T15:14:31Z,373,Good Service,2026-07-21 15:08:58.850990+00:00
WIP,071,Wimbledon,2026-07-21T15:11:01Z,163,Good Service,2026-07-21 15:08:58.856845+00:00
WIP,072,Wimbledon,2026-07-21T15:19:32Z,674,Good Service,2026-07-21 15:08:58.861566+00:00
WIP,073,Wimbledon,2026-07-21T15:26:32Z,1094,Good Service,2026-07-21 15:08:58.865038+00:00
WIP,074,Wimbledon,2026-07-21T15:36:32Z,1694,Good Service,2026-07-21 15:08:58.868190+00:00
SFS,064,Wimbledon,2026-07-21T15:13:01Z,281,Good Service,2026-07-21 15:09:00.744703+00:00
SFS,071,Wimbledon,2026-07-21T15:10:01Z,101,Good Service,2026-07-21 15:09:00.749382+00:00
SFS,072,Wimbledon,2026-07-21T15:18:31Z,611,Good Service,2026-07-21 15:09:00.752778+00:00
SFS,073,Wimbledon,2026-07-21T15:25:31Z,1031,Good Service,2026-07-21 15:09:00.757184+00:00
SFS,074,Wimbledon,2026-07-21T15:34:31Z,1571,Good Service,2026-07-21 15:09:00.761629+00:00
EPY,064,Wimbledon,2026-07-21T15:11:28Z,213,Good Service,2026-07-21 15:09:00.862865+00:00
EPY,072,Wimbledon,2026-07-21T15:17:28Z,573,Good Service,2026-07-21 15:09:00.865454+00:00
EPY,073,Wimbledon,2026-07-21T15:23:28Z,933,Good Service,2026-07-21 15:09:00.867631+00:00
EPY,074,Wimbledon,2026-07-21T15:32:28Z,1473,Good Service,2026-07-21 15:09:00.870795+00:00
PYB,064,Wimbledon,2026-07-21T15:08:27Z,54,Good Service,2026-07-21 15:09:00.971617+00:00
PYB,072,Wimbledon,2026-07-21T15:14:27Z,414,Good Service,2026-07-21 15:09:00.976789+00:00
PYB,073,Wimbledon,2026-07-21T15:21:27Z,834,Good Service,2026-07-21 15:09:00.980770+00:00
PYB,074,Wimbledon,2026-07-21T15:29:27Z,1314,Good Service,2026-07-21 15:09:00.983539+00:00
PSG,072,Wimbledon,2026-07-21T15:12:27Z,294,Good Service,2026-07-21 15:09:01.091017+00:00
PSG,073,Wimbledon,2026-07-21T15:18:27Z,654,Good Service,2026-07-21 15:09:01.094899+00:00
PSG,074,Wimbledon,2026-07-21T15:27:27Z,1194,Good Service,2026-07-21 15:09:01.098481+00:00
FBY,072,Wimbledon,2026-07-21T15:08:57Z,61,Good Service,2026-07-21 15:09:01.196234+00:00
FBY,073,Wimbledon,2026-07-21T15:18:27Z,631,Good Service,2026-07-21 15:09:01.200360+00:00
FBY,074,Wimbledon,2026-07-21T15:27:28Z,1172,Good Service,2026-07-21 15:09:01.203664+00:00
WIP,064,Wimbledon,2026-07-21T15:14:31Z,373,Good Service,2026-07-21 15:09:22.848391+00:00
WIP,071,Wimbledon,2026-07-21T15:11:01Z,163,Good Service,2026-07-21 15:09:22.851883+00:00
WIP,072,Wimbledon,2026-07-21T15:19:32Z,674,Good Service,2026-07-21 15:09:22.856465+00:00
WIP,073,Wimbledon,2026-07-21T15:26:32Z,1094,Good Service,2026-07-21 15:09:22.860982+00:00
WIP,074,Wimbledon,2026-07-21T15:36:32Z,1694,Good Service,2026-07-21 15:09:22.864417+00:00
SFS,064,Wimbledon,2026-07-21T15:13:01Z,281,Good Service,2026-07-21 15:09:22.979454+00:00
SFS,071,Wimbledon,2026-07-21T15:10:01Z,101,Good Service,2026-07-21 15:09:22.984234+00:00
SFS,072,Wimbledon,2026-07-21T15:18:31Z,611,Good Service,2026-07-21 15:09:22.987972+00:00
SFS,073,Wimbledon,2026-07-21T15:25:31Z,1031,Good Service,2026-07-21 15:09:22.992453+00:00
SFS,074,Wimbledon,2026-07-21T15:34:31Z,1571,Good Service,2026-07-21 15:09:22.996222+00:00
EPY,064,Wimbledon,2026-07-21T15:11:28Z,213,Good Service,2026-07-21 15:09:23.105040+00:00
EPY,072,Wimbledon,2026-07-21T15:17:28Z,573,Good Service,2026-07-21 15:09:23.110215+00:00
EPY,073,Wimbledon,2026-07-21T15:23:28Z,933,Good Service,2026-07-21 15:09:23.114153+00:00
EPY,074,Wimbledon,2026-07-21T15:32:28Z,1473,Good Service,2026-07-21 15:09:23.117629+00:00
PYB,072,Wimbledon,2026-07-21T15:13:31Z,288,Good Service,2026-07-21 15:09:23.241771+00:00
PYB,073,Wimbledon,2026-07-21T15:20:31Z,708,Good Service,2026-07-21 15:09:23.245536+00:00
PYB,074,Wimbledon,2026-07-21T15:30:31Z,1308,Good Service,2026-07-21 15:09:23.248421+00:00
PSG,072,Wimbledon,2026-07-21T15:12:02Z,199,Good Service,2026-07-21 15:09:23.427297+00:00
PSG,073,Wimbledon,2026-07-21T15:18:32Z,589,Good Service,2026-07-21 15:09:23.431843+00:00
PSG,074,Wimbledon,2026-07-21T15:28:32Z,1189,Good Service,2026-07-21 15:09:23.436205+00:00
FBY,072,Wimbledon,2026-07-21T15:08:57Z,61,Good Service,2026-07-21 15:09:23.547888+00:00
FBY,073,Wimbledon,2026-07-21T15:18:27Z,631,Good Service,2026-07-21 15:09:23.551939+00:00
FBY,074,Wimbledon,2026-07-21T15:27:28Z,1172,Good Service,2026-07-21 15:09:23.556261+00:00
WIP,064,Wimbledon,2026-07-21T15:14:31Z,326,Good Service,2026-07-21 15:09:45.416091+00:00
WIP,071,Wimbledon,2026-07-21T15:11:01Z,116,Good Service,2026-07-21 15:09:45.420863+00:00
WIP,072,Wimbledon,2026-07-21T15:19:32Z,627,Good Service,2026-07-21 15:09:45.425167+00:00
WIP,073,Wimbledon,2026-07-21T15:26:32Z,1047,Good Service,2026-07-21 15:09:45.428322+00:00
WIP,074,Wimbledon,2026-07-21T15:36:32Z,1647,Good Service,2026-07-21 15:09:45.431152+00:00
SFS,064,Wimbledon,2026-07-21T15:12:02Z,177,Good Service,2026-07-21 15:09:45.602428+00:00
SFS,071,Wimbledon,2026-07-21T15:10:02Z,57,Good Service,2026-07-21 15:09:45.609831+00:00
SFS,072,Wimbledon,2026-07-21T15:18:32Z,567,Good Service,2026-07-21 15:09:45.613436+00:00
SFS,073,Wimbledon,2026-07-21T15:26:32Z,1047,Good Service,2026-07-21 15:09:45.616676+00:00
SFS,074,Wimbledon,2026-07-21T15:35:32Z,1587,Good Service,2026-07-21 15:09:45.620472+00:00
EPY,064,Wimbledon,2026-07-21T15:11:01Z,115,Good Service,2026-07-21 15:09:45.777297+00:00
EPY,072,Wimbledon,2026-07-21T15:17:31Z,505,Good Service,2026-07-21 15:09:45.780854+00:00
EPY,073,Wimbledon,2026-07-21T15:24:31Z,925,Good Service,2026-07-21 15:09:45.784430+00:00
EPY,074,Wimbledon,2026-07-21T15:34:31Z,1525,Good Service,2026-07-21 15:09:45.787298+00:00
PYB,072,Wimbledon,2026-07-21T15:13:31Z,288,Good Service,2026-07-21 15:09:45.910741+00:00
PYB,073,Wimbledon,2026-07-21T15:20:31Z,708,Good Service,2026-07-21 15:09:45.914717+00:00
PYB,074,Wimbledon,2026-07-21T15:30:31Z,1308,Good Service,2026-07-21 15:09:45.918563+00:00
PSG,072,Wimbledon,2026-07-21T15:12:02Z,199,Good Service,2026-07-21 15:09:46.025154+00:00
PSG,073,Wimbledon,2026-07-21T15:18:32Z,589,Good Service,2026-07-21 15:09:46.028766+00:00
PSG,074,Wimbledon,2026-07-21T15:28:32Z,1189,Good Service,2026-07-21 15:09:46.032273+00:00
FBY,072,Wimbledon,2026-07-21T15:09:26Z,20,Good Service,2026-07-21 15:09:46.329140+00:00
FBY,073,Wimbledon,2026-07-21T15:18:32Z,566,Good Service,2026-07-21 15:09:46.333770+00:00
FBY,074,Wimbledon,2026-07-21T15:27:32Z,1106,Good Service,2026-07-21 15:09:46.337975+00:00
WIP,064,Wimbledon,2026-07-21T15:14:02Z,272,Good Service,2026-07-21 15:10:10.217157+00:00
WIP,071,Wimbledon,2026-07-21T15:12:02Z,152,Good Service,2026-07-21 15:10:10.224523+00:00
WIP,072,Wimbledon,2026-07-21T15:20:32Z,662,Good Service,2026-07-21 15:10:10.230411+00:00
WIP,073,Wimbledon,2026-07-21T15:27:32Z,1082,Good Service,2026-07-21 15:10:10.235594+00:00
WIP,074,Wimbledon,2026-07-21T15:37:32Z,1682,Good Service,2026-07-21 15:10:10.241642+00:00
SFS,064,Wimbledon,2026-07-21T15:12:02Z,151,Good Service,2026-07-21 15:10:11.447667+00:00
SFS,071,Wimbledon,2026-07-21T15:10:02Z,31,Good Service,2026-07-21 15:10:11.451891+00:00
SFS,072,Wimbledon,2026-07-21T15:18:32Z,541,Good Service,2026-07-21 15:10:11.457172+00:00
SFS,073,Wimbledon,2026-07-21T15:26:32Z,1021,Good Service,2026-07-21 15:10:11.461737+00:00
SFS,074,Wimbledon,2026-07-21T15:35:32Z,1561,Good Service,2026-07-21 15:10:11.464886+00:00
EPY,064,Wimbledon,2026-07-21T15:11:01Z,90,Good Service,2026-07-21 15:10:11.576401+00:00
EPY,072,Wimbledon,2026-07-21T15:17:31Z,480,Good Service,2026-07-21 15:10:11.580122+00:00
EPY,073,Wimbledon,2026-07-21T15:24:31Z,900,Good Service,2026-07-21 15:10:11.582733+00:00
EPY,074,Wimbledon,2026-07-21T15:34:31Z,1500,Good Service,2026-07-21 15:10:11.586780+00:00
PYB,072,Wimbledon,2026-07-21T15:14:32Z,300,Good Service,2026-07-21 15:10:12.207295+00:00
PYB,073,Wimbledon,2026-07-21T15:21:32Z,720,Good Service,2026-07-21 15:10:12.211128+00:00
PYB,074,Wimbledon,2026-07-21T15:31:32Z,1320,Good Service,2026-07-21 15:10:12.213835+00:00
PSG,072,Wimbledon,2026-07-21T15:12:02Z,199,Good Service,2026-07-21 15:10:12.325375+00:00
PSG,073,Wimbledon,2026-07-21T15:18:32Z,589,Good Service,2026-07-21 15:10:12.330948+00:00
PSG,074,Wimbledon,2026-07-21T15:28:32Z,1189,Good Service,2026-07-21 15:10:12.334512+00:00
FBY,072,Wimbledon,2026-07-21T15:09:26Z,20,Good Service,2026-07-21 15:10:12.437708+00:00
FBY,073,Wimbledon,2026-07-21T15:18:32Z,566,Good Service,2026-07-21 15:10:12.444266+00:00
FBY,074,Wimbledon,2026-07-21T15:27:32Z,1106,Good Service,2026-07-21 15:10:12.447949+00:00
WIP,055,Wimbledon,2026-07-21T15:25:06Z,913,Good Service,2026-07-21 15:10:33.460209+00:00
WIP,064,Wimbledon,2026-07-21T15:13:36Z,223,Good Service,2026-07-21 15:10:33.463886+00:00
WIP,071,Wimbledon,2026-07-21T15:11:36Z,103,Good Service,2026-07-21 15:10:33.468939+00:00
WIP,072,Wimbledon,2026-07-21T15:20:06Z,613,Good Service,2026-07-21 15:10:33.472888+00:00
WIP,073,Wimbledon,2026-07-21T15:28:06Z,1093,Good Service,2026-07-21 15:10:33.476760+00:00
WIP,074,Wimbledon,2026-07-21T15:38:06Z,1693,Good Service,2026-07-21 15:10:33.480439+00:00
SFS,064,Wimbledon,2026-07-21T15:12:02Z,177,Good Service,2026-07-21 15:10:33.591671+00:00
SFS,071,Wimbledon,2026-07-21T15:10:02Z,57,Good Service,2026-07-21 15:10:33.596396+00:00
SFS,072,Wimbledon,2026-07-21T15:18:32Z,567,Good Service,2026-07-21 15:10:33.600339+00:00
SFS,073,Wimbledon,2026-07-21T15:26:32Z,1047,Good Service,2026-07-21 15:10:33.604085+00:00
SFS,074,Wimbledon,2026-07-21T15:35:32Z,1587,Good Service,2026-07-21 15:10:33.610637+00:00
EPY,055,Wimbledon,2026-07-21T15:22:05Z,731,Good Service,2026-07-21 15:10:33.802189+00:00
EPY,064,Wimbledon,2026-07-21T15:10:36Z,42,Good Service,2026-07-21 15:10:33.808876+00:00
EPY,072,Wimbledon,2026-07-21T15:17:06Z,432,Good Service,2026-07-21 15:10:33.812323+00:00
EPY,073,Wimbledon,2026-07-21T15:25:05Z,911,Good Service,2026-07-21 15:10:33.815355+00:00
EPY,074,Wimbledon,2026-07-21T15:35:05Z,1511,Good Service,2026-07-21 15:10:33.818510+00:00
PYB,072,Wimbledon,2026-07-21T15:14:32Z,300,Good Service,2026-07-21 15:10:33.952393+00:00
PYB,073,Wimbledon,2026-07-21T15:21:32Z,720,Good Service,2026-07-21 15:10:33.958962+00:00
PYB,074,Wimbledon,2026-07-21T15:31:32Z,1320,Good Service,2026-07-21 15:10:33.962664+00:00
PSG,055,Wimbledon,2026-07-21T15:17:06Z,432,Good Service,2026-07-21 15:10:34.071480+00:00
PSG,072,Wimbledon,2026-07-21T15:12:36Z,162,Good Service,2026-07-21 15:10:34.077509+00:00
PSG,073,Wimbledon,2026-07-21T15:20:06Z,612,Good Service,2026-07-21 15:10:34.081830+00:00
PSG,074,Wimbledon,2026-07-21T15:30:06Z,1212,Good Service,2026-07-21 15:10:34.085672+00:00
FBY,072,Wimbledon,2026-07-21T15:09:26Z,20,Good Service,2026-07-21 15:10:34.186656+00:00
FBY,073,Wimbledon,2026-07-21T15:18:32Z,566,Good Service,2026-07-21 15:10:34.192652+00:00
FBY,074,Wimbledon,2026-07-21T15:27:32Z,1106,Good Service,2026-07-21 15:10:34.199833+00:00
WIP,055,Wimbledon,2026-07-21T15:25:06Z,913,Good Service,2026-07-21 15:10:56.131053+00:00
WIP,064,Wimbledon,2026-07-21T15:13:36Z,223,Good Service,2026-07-21 15:10:56.135659+00:00
WIP,071,Wimbledon,2026-07-21T15:11:36Z,103,Good Service,2026-07-21 15:10:56.141234+00:00
WIP,072,Wimbledon,2026-07-21T15:20:06Z,613,Good Service,2026-07-21 15:10:56.145437+00:00
WIP,073,Wimbledon,2026-07-21T15:28:06Z,1093,Good Service,2026-07-21 15:10:56.148502+00:00
WIP,074,Wimbledon,2026-07-21T15:38:06Z,1693,Good Service,2026-07-21 15:10:56.151649+00:00
SFS,055,Wimbledon,2026-07-21T15:23:06Z,770,Good Service,2026-07-21 15:10:56.269636+00:00
SFS,064,Wimbledon,2026-07-21T15:12:36Z,140,Good Service,2026-07-21 15:10:56.274915+00:00
SFS,072,Wimbledon,2026-07-21T15:19:06Z,530,Good Service,2026-07-21 15:10:56.278539+00:00
SFS,073,Wimbledon,2026-07-21T15:27:06Z,1010,Good Service,2026-07-21 15:10:56.281458+00:00
SFS,074,Wimbledon,2026-07-21T15:36:06Z,1550,Good Service,2026-07-21 15:10:56.284720+00:00
EPY,055,Wimbledon,2026-07-21T15:22:05Z,731,Good Service,2026-07-21 15:10:56.421670+00:00
EPY,064,Wimbledon,2026-07-21T15:10:36Z,42,Good Service,2026-07-21 15:10:56.426784+00:00
EPY,072,Wimbledon,2026-07-21T15:17:06Z,432,Good Service,2026-07-21 15:10:56.429411+00:00
EPY,073,Wimbledon,2026-07-21T15:25:05Z,911,Good Service,2026-07-21 15:10:56.433141+00:00
EPY,074,Wimbledon,2026-07-21T15:35:05Z,1511,Good Service,2026-07-21 15:10:56.436873+00:00
PYB,055,Wimbledon,2026-07-21T15:19:06Z,530,Good Service,2026-07-21 15:10:56.613950+00:00
PYB,072,Wimbledon,2026-07-21T15:14:36Z,260,Good Service,2026-07-21 15:10:56.618774+00:00
PYB,073,Wimbledon,2026-07-21T15:22:06Z,710,Good Service,2026-07-21 15:10:56.621765+00:00
PYB,074,Wimbledon,2026-07-21T15:32:05Z,1309,Good Service,2026-07-21 15:10:56.625320+00:00
PSG,055,Wimbledon,2026-07-21T15:17:30Z,432,Good Service,2026-07-21 15:10:57.757451+00:00
PSG,072,Wimbledon,2026-07-21T15:11:59Z,101,Good Service,2026-07-21 15:10:57.761389+00:00
PSG,073,Wimbledon,2026-07-21T15:20:30Z,612,Good Service,2026-07-21 15:10:57.765338+00:00
PSG,074,Wimbledon,2026-07-21T15:30:30Z,1212,Good Service,2026-07-21 15:10:57.769461+00:00
FBY,055,Wimbledon,2026-07-21T15:14:29Z,251,Good Service,2026-07-21 15:10:58.317562+00:00
FBY,073,Wimbledon,2026-07-21T15:18:29Z,491,Good Service,2026-07-21 15:10:58.321770+00:00
FBY,074,Wimbledon,2026-07-21T15:27:29Z,1031,Good Service,2026-07-21 15:10:58.326272+00:00
WIP,055,Wimbledon,2026-07-21T15:25:06Z,913,Good Service,2026-07-21 15:11:19.671381+00:00
WIP,064,Wimbledon,2026-07-21T15:13:36Z,223,Good Service,2026-07-21 15:11:19.675690+00:00
WIP,071,Wimbledon,2026-07-21T15:11:36Z,103,Good Service,2026-07-21 15:11:19.680170+00:00
WIP,072,Wimbledon,2026-07-21T15:20:06Z,613,Good Service,2026-07-21 15:11:19.683971+00:00
WIP,073,Wimbledon,2026-07-21T15:28:06Z,1093,Good Service,2026-07-21 15:11:19.689115+00:00
WIP,074,Wimbledon,2026-07-21T15:38:06Z,1693,Good Service,2026-07-21 15:11:19.694409+00:00
SFS,055,Wimbledon,2026-07-21T15:23:30Z,770,Good Service,2026-07-21 15:11:19.990408+00:00
SFS,064,Wimbledon,2026-07-21T15:12:00Z,80,Good Service,2026-07-21 15:11:19.997637+00:00
SFS,071,Wimbledon,2026-07-21T15:10:53Z,13,Good Service,2026-07-21 15:11:20.005720+00:00
SFS,072,Wimbledon,2026-07-21T15:18:30Z,470,Good Service,2026-07-21 15:11:20.013620+00:00
SFS,073,Wimbledon,2026-07-21T15:26:30Z,950,Good Service,2026-07-21 15:11:20.020503+00:00
SFS,074,Wimbledon,2026-07-21T15:36:29Z,1549,Good Service,2026-07-21 15:11:20.025775+00:00
EPY,055,Wimbledon,2026-07-21T15:22:29Z,709,Good Service,2026-07-21 15:11:20.135609+00:00
EPY,072,Wimbledon,2026-07-21T15:16:29Z,349,Good Service,2026-07-21 15:11:20.140279+00:00
EPY,073,Wimbledon,2026-07-21T15:25:29Z,889,Good Service,2026-07-21 15:11:20.143386+00:00
EPY,074,Wimbledon,2026-07-21T15:35:29Z,1489,Good Service,2026-07-21 15:11:20.146977+00:00
PYB,055,Wimbledon,2026-07-21T15:19:06Z,530,Good Service,2026-07-21 15:11:20.257572+00:00
PYB,072,Wimbledon,2026-07-21T15:14:36Z,260,Good Service,2026-07-21 15:11:20.262418+00:00
PYB,073,Wimbledon,2026-07-21T15:22:06Z,710,Good Service,2026-07-21 15:11:20.266264+00:00
PYB,074,Wimbledon,2026-07-21T15:32:05Z,1309,Good Service,2026-07-21 15:11:20.270058+00:00
PSG,055,Wimbledon,2026-07-21T15:17:06Z,432,Good Service,2026-07-21 15:11:20.373877+00:00
PSG,072,Wimbledon,2026-07-21T15:12:36Z,162,Good Service,2026-07-21 15:11:20.378940+00:00
PSG,073,Wimbledon,2026-07-21T15:20:06Z,612,Good Service,2026-07-21 15:11:20.383194+00:00
PSG,074,Wimbledon,2026-07-21T15:30:06Z,1212,Good Service,2026-07-21 15:11:20.388863+00:00
FBY,055,Wimbledon,2026-07-21T15:14:29Z,251,Good Service,2026-07-21 15:11:20.492064+00:00
FBY,073,Wimbledon,2026-07-21T15:18:29Z,491,Good Service,2026-07-21 15:11:20.495881+00:00
FBY,074,Wimbledon,2026-07-21T15:27:29Z,1031,Good Service,2026-07-21 15:11:20.500012+00:00
WIP,055,Wimbledon,2026-07-21T15:25:29Z,860,Good Service,2026-07-21 15:11:49.233163+00:00
WIP,064,Wimbledon,2026-07-21T15:13:59Z,170,Good Service,2026-07-21 15:11:49.237654+00:00
WIP,071,Wimbledon,2026-07-21T15:11:59Z,50,Good Service,2026-07-21 15:11:49.240895+00:00
WIP,072,Wimbledon,2026-07-21T15:19:29Z,500,Good Service,2026-07-21 15:11:49.245129+00:00
WIP,073,Wimbledon,2026-07-21T15:28:29Z,1040,Good Service,2026-07-21 15:11:49.249381+00:00
WIP,074,Wimbledon,2026-07-21T15:38:29Z,1640,Good Service,2026-07-21 15:11:49.252809+00:00
SFS,055,Wimbledon,2026-07-21T15:23:30Z,770,Good Service,2026-07-21 15:11:49.357263+00:00
SFS,064,Wimbledon,2026-07-21T15:12:00Z,80,Good Service,2026-07-21 15:11:49.361707+00:00
SFS,071,Wimbledon,2026-07-21T15:10:53Z,13,Good Service,2026-07-21 15:11:49.365637+00:00
SFS,072,Wimbledon,2026-07-21T15:18:30Z,470,Good Service,2026-07-21 15:11:49.369016+00:00
SFS,073,Wimbledon,2026-07-21T15:26:30Z,950,Good Service,2026-07-21 15:11:49.372781+00:00
SFS,074,Wimbledon,2026-07-21T15:36:29Z,1549,Good Service,2026-07-21 15:11:49.376571+00:00
EPY,055,Wimbledon,2026-07-21T15:23:29Z,739,Good Service,2026-07-21 15:11:50.330189+00:00
EPY,072,Wimbledon,2026-07-21T15:15:59Z,289,Good Service,2026-07-21 15:11:50.335175+00:00
EPY,073,Wimbledon,2026-07-21T15:24:29Z,799,Good Service,2026-07-21 15:11:50.341575+00:00
EPY,074,Wimbledon,2026-07-21T15:36:29Z,1519,Good Service,2026-07-21 15:11:50.344424+00:00
PYB,055,Wimbledon,2026-07-21T15:19:30Z,500,Good Service,2026-07-21 15:11:50.466887+00:00
PYB,072,Wimbledon,2026-07-21T15:14:00Z,170,Good Service,2026-07-21 15:11:50.471673+00:00
PYB,073,Wimbledon,2026-07-21T15:22:30Z,680,Good Service,2026-07-21 15:11:50.476588+00:00
PYB,074,Wimbledon,2026-07-21T15:32:30Z,1280,Good Service,2026-07-21 15:11:50.479878+00:00
PSG,055,Wimbledon,2026-07-21T15:17:30Z,432,Good Service,2026-07-21 15:11:50.592162+00:00
PSG,072,Wimbledon,2026-07-21T15:11:59Z,101,Good Service,2026-07-21 15:11:50.597394+00:00
PSG,073,Wimbledon,2026-07-21T15:20:30Z,612,Good Service,2026-07-21 15:11:50.602226+00:00
PSG,074,Wimbledon,2026-07-21T15:30:30Z,1212,Good Service,2026-07-21 15:11:50.606837+00:00
FBY,055,Wimbledon,2026-07-21T15:14:29Z,251,Good Service,2026-07-21 15:11:50.702136+00:00
FBY,073,Wimbledon,2026-07-21T15:18:29Z,491,Good Service,2026-07-21 15:11:50.706132+00:00
FBY,074,Wimbledon,2026-07-21T15:27:29Z,1031,Good Service,2026-07-21 15:11:50.709436+00:00
WIP,055,Wimbledon,2026-07-21T15:25:29Z,860,Good Service,2026-07-21 15:12:12.710199+00:00
WIP,064,Wimbledon,2026-07-21T15:13:59Z,170,Good Service,2026-07-21 15:12:12.714593+00:00
WIP,071,Wimbledon,2026-07-21T15:11:59Z,50,Good Service,2026-07-21 15:12:12.718762+00:00
WIP,072,Wimbledon,2026-07-21T15:19:29Z,500,Good Service,2026-07-21 15:12:12.723998+00:00
WIP,073,Wimbledon,2026-07-21T15:28:29Z,1040,Good Service,2026-07-21 15:12:12.727875+00:00
WIP,074,Wimbledon,2026-07-21T15:38:29Z,1640,Good Service,2026-07-21 15:12:12.731715+00:00
SFS,055,Wimbledon,2026-07-21T15:23:30Z,770,Good Service,2026-07-21 15:12:12.835156+00:00
SFS,064,Wimbledon,2026-07-21T15:12:00Z,80,Good Service,2026-07-21 15:12:12.839698+00:00
SFS,071,Wimbledon,2026-07-21T15:10:53Z,13,Good Service,2026-07-21 15:12:12.843552+00:00
SFS,072,Wimbledon,2026-07-21T15:18:30Z,470,Good Service,2026-07-21 15:12:12.847185+00:00
SFS,073,Wimbledon,2026-07-21T15:26:30Z,950,Good Service,2026-07-21 15:12:12.851467+00:00
SFS,074,Wimbledon,2026-07-21T15:36:29Z,1549,Good Service,2026-07-21 15:12:12.854345+00:00
EPY,055,Wimbledon,2026-07-21T15:23:29Z,716,Good Service,2026-07-21 15:12:12.964779+00:00
EPY,072,Wimbledon,2026-07-21T15:15:59Z,266,Good Service,2026-07-21 15:12:12.969440+00:00
EPY,073,Wimbledon,2026-07-21T15:24:29Z,776,Good Service,2026-07-21 15:12:12.974978+00:00
EPY,074,Wimbledon,2026-07-21T15:36:29Z,1496,Good Service,2026-07-21 15:12:12.978770+00:00
PYB,055,Wimbledon,2026-07-21T15:20:29Z,536,Good Service,2026-07-21 15:12:13.118279+00:00
PYB,072,Wimbledon,2026-07-21T15:13:29Z,116,Good Service,2026-07-21 15:12:13.123143+00:00
PYB,073,Wimbledon,2026-07-21T15:21:29Z,596,Good Service,2026-07-21 15:12:13.126440+00:00
PYB,074,Wimbledon,2026-07-21T15:33:30Z,1317,Good Service,2026-07-21 15:12:13.131107+00:00
PSG,055,Wimbledon,2026-07-21T15:18:30Z,417,Good Service,2026-07-21 15:12:13.241708+00:00
PSG,073,Wimbledon,2026-07-21T15:19:30Z,477,Good Service,2026-07-21 15:12:13.247290+00:00
PSG,074,Wimbledon,2026-07-21T15:31:30Z,1197,Good Service,2026-07-21 15:12:13.252279+00:00
